,logg,Teff,Z,aLSM,bLSM
1240,4.0,9750,-0.2,0.06827419941086194,0.11379438962039427
1241,4.5,9750,-0.2,0.06840595748539514,0.11447683568404826
1242,5.0,9750,-0.2,0.07061918429781781,0.11626089874621051
1243,3.5,10000,-0.2,0.06840007695006989,0.1153533192246359
1244,4.0,10000,-0.2,0.06827419941086194,0.11379438962039427
1245,4.5,10000,-0.2,0.06840595748539514,0.11447683568404826
1246,5.0,10000,-0.2,0.07061918429781781,0.11626089874621051
1247,3.5,3500,-0.1,0.16894118334735997,0.34386548116378146
1248,4.0,3500,-0.1,0.09883042937430501,0.34826782544174484
1249,4.5,3500,-0.1,0.06039538499685427,0.3438737859227078
1250,5.0,3500,-0.1,0.0528290321555065,0.324752830468069
1251,3.5,3750,-0.1,0.1442884746829727,0.34708440119543577
1252,4.0,3750,-0.1,0.1192872882507404,0.32223990775856626
1253,4.5,3750,-0.1,0.059814745894888784,0.319183747544959
1254,5.0,3750,-0.1,0.030430618074568372,0.3149295707078539
1255,3.5,4000,-0.1,0.11680094831544328,0.32245003270775396
1256,4.0,4000,-0.1,0.1191974223532279,0.3163933772802967
1257,4.5,4000,-0.1,0.11108296873289873,0.2814179487098045
1258,5.0,4000,-0.1,0.06867302119304279,0.26353430320733173
1259,3.5,4250,-0.1,0.10991936482800412,0.306731204628645
1260,4.0,4250,-0.1,0.10828089426955363,0.3098807674729323
1261,4.5,4250,-0.1,0.11203170914912527,0.29226846513062116
1262,5.0,4250,-0.1,0.10385406995773855,0.2547025106636286
1263,3.5,4500,-0.1,0.1002641592145449,0.2922012936234737
1264,4.0,4500,-0.1,0.09964495923756993,0.2934423084646154
1265,4.5,4500,-0.1,0.0981083128110582,0.2951310422617786
1266,5.0,4500,-0.1,0.09992581630251086,0.28471800308940737
1267,3.5,4750,-0.1,0.09349659970600414,0.2835306391917445
1268,4.0,4750,-0.1,0.0939514372475127,0.28466568714203744
1269,4.5,4750,-0.1,0.09317333678496971,0.28623975000714463
1270,5.0,4750,-0.1,0.09152489722008951,0.2874868784091181
1271,3.5,5000,-0.1,0.08327834976302423,0.26999649358242356
1272,4.0,5000,-0.1,0.0843528249160843,0.27163208331651006
1273,4.5,5000,-0.1,0.08510655105666831,0.2729490542974113
1274,5.0,5000,-0.1,0.08417283991465156,0.27487316388502864
1275,3.5,5250,-0.1,0.0772222932240606,0.26004963135715625
1276,4.0,5250,-0.1,0.07818336939468655,0.26325393238797323
1277,4.5,5250,-0.1,0.07939362054069206,0.2642659950761645
1278,5.0,5250,-0.1,0.07898711612831949,0.26617302179997204
1279,3.5,5500,-0.1,0.06863977917494475,0.24475569787043844
1280,4.0,5500,-0.1,0.06997631215785448,0.2487722886098287
1281,4.5,5500,-0.1,0.07147183483099906,0.2510378828308079
1282,5.0,5500,-0.1,0.07160830956534486,0.25258971613647724
1283,3.5,5750,-0.1,0.06419991060908323,0.23373072219728522
1284,4.0,5750,-0.1,0.06439254160750557,0.2395774580236646
1285,4.5,5750,-0.1,0.06650753108307325,0.24226400955297742
1286,5.0,5750,-0.1,0.06727691519582853,0.2436509860075829
1287,3.5,6000,-0.1,0.05724614442909662,0.21939320599638595
1288,4.0,6000,-0.1,0.05792884605697032,0.2257181584574796
1289,4.5,6000,-0.1,0.06005758039367961,0.2287661020850542
1290,5.0,6000,-0.1,0.06138505652195214,0.2317280760660907
1291,3.5,6250,-0.1,0.05244688441569264,0.21250217264084142
1292,4.0,6250,-0.1,0.05369998211833338,0.21811512307248682
1293,4.5,6250,-0.1,0.0559128574847384,0.22137574085433687
1294,5.0,6250,-0.1,0.057926401623445534,0.22319324111550531
1295,3.5,6500,-0.1,0.04426968053831827,0.20624880135004517
1296,4.0,6500,-0.1,0.04700458760196668,0.21037406334905537
1297,4.5,6500,-0.1,0.050127249249629316,0.2127603686710135
1298,5.0,6500,-0.1,0.05317155503965252,0.21356172230699944
1299,3.5,6750,-0.1,0.03881790002665709,0.2040972236581758
1300,4.0,6750,-0.1,0.04252880941448351,0.20694208877645853
1301,4.5,6750,-0.1,0.046267671401440315,0.20855257844388733
1302,5.0,6750,-0.1,0.05002408318543316,0.20874084388835443
1303,3.5,7000,-0.1,0.033684297099151925,0.2009052518726669
1304,4.0,7000,-0.1,0.03706806253061956,0.20213119906694021
1305,4.5,7000,-0.1,0.04144960813853401,0.2031495249566809
1306,5.0,7000,-0.1,0.045264927583793635,0.20348588124445194
1307,3.5,7250,-0.1,0.02908276050659483,0.1947241297601255
1308,4.0,7250,-0.1,0.03518689202382603,0.19862178669682787
1309,4.5,7250,-0.1,0.03881840401727841,0.1995427876298137
1310,5.0,7250,-0.1,0.042545269939723206,0.20013194594444125
1311,3.5,7500,-0.1,0.03850864385611709,0.18508202696322448
1312,4.0,7500,-0.1,0.03215770756097085,0.19091256346431168
1313,4.5,7500,-0.1,0.036859061281164326,0.19370322934159864
1314,5.0,7500,-0.1,0.03965099317507516,0.1947003814681951
1315,3.5,7750,-0.1,0.05672748010464873,0.16769634805650543
1316,4.0,7750,-0.1,0.03028643579349544,0.18484759747517812
1317,4.5,7750,-0.1,0.03700733543139278,0.18880197763058035
1318,5.0,7750,-0.1,0.038616671577188795,0.19044559144630996
1319,3.5,8000,-0.1,0.07827187733323404,0.13695082011284074
1320,4.0,8000,-0.1,0.05852034559314283,0.16103218033151165
1321,4.5,8000,-0.1,0.04331388130987838,0.17769610204255923
